ano_compra;"cnpj_instituicao";"sg_uf";"ds_esfera";dt_compra;dt_insercao;validade_compra;"co_catmat";"ds_item";"co_pdm";"co_grupo";"no_grupo";"co_classe";"no_classe";"fg_generico";"tp_compra";"sg_unidade_medida";"cnpj_fornecedor";"no_fornecedor";"cnpj_fabricante";"no_fabricante";qt_medicamento;"ds_observacao";"no_instituicao";"no_municipio";"un_medida_capacidade";"no_pdm";"nu_processo_compra";"nu_ata";"un_fornecimento";"registro_anvisa";"modalidade";vl_capacidade;vl_preco_unitario;vl_preco_total;co_seq_bps
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"366913";"GLICOSE, COMPOSIÇÃO:ASSOCIADA AO CLORETO DE SÓDIO, CONCENTRAÇAO:5% + 0,9%, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO";"8007";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"00802002000102";"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA";"49324221000104";"FRESENIUS KABI BRASIL LTDA.";"5300";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"FRASCO 500,00 ML";"GLICOSE";"63/2023";"98/2023";"FRASCO";"1004100110183";"Pregão";"50000.0";"6.23";"33019.0";"14602509"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"267512";"AMITRIPTILINA CLORIDRATO, DOSAGEM:25 MG";"5134";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"600000";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"COMPRIMIDO";"AMITRIPTILINA CLORIDRATO";"63/2023";"98/2023";"COMPRIMIDO";"1558400670029";"Pregão";;"0.035";"21000.0";"14602510"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"267647";"DIGOXINA, DOSAGEM:0,25 MG";"6200";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"02501297000102";"PHARLAB INDUSTRIA FARMACEUTICA S.A";"20000";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"COMPRIMIDO";"DIGOXINA";"63/2023";"98/2023";"COMPRIMIDO";"1410700590021";"Pregão";;"0.174";"3480.0";"14602511"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"276657";"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:50 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA";"9703";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"64171697000146";"ACCORD FARMACEUTICA LTDA";"20000";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"COMPRIMIDO";"METOPROLOL";"63/2023";"98/2023";"COMPRIMIDO";"1553700420086";"Pregão";;"0.371";"7420.0";"14602512"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"267712";"OMEPRAZOL, CONCENTRAÇÃO:20 MG";"10216";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"18324343000177";"BELFAR LTDA";"901000";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"CÁPSULA";"OMEPRAZOL";"63/2023";"98/2023";"CÁPSULA";"1057100830098";"Pregão";;"0.037";"33337.0";"14602513"
"2024";"11892520000172";"SP";"MUNICIPAL";"28/05/2024";;"12";"267564";"CARVEDILOL, DOSAGEM:12,5 MG";"4677";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"10448145000103";"GRAMS & GRAMS LTDA.";"57507378000365";"EMS S/A";"200000";;"FUNDO MUNICIPAL DE SAUDE DE BASTOS";"BASTOS";"COMPRIMIDO";"CARVEDILOL";"90";"209";"COMPRIMIDO";;"Pregão";;"0.0719";"14380.0";"14634172"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"268370";"ACICLOVIR, DOSAGEM:200 MG";"363";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"94516671000153";"CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.";"73663650000190";"RANBAXY FARMACEUTICA LTDA";"22000";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"COMPRIMIDO";"ACICLOVIR";"63/2023";"98/2023";"COMPRIMIDO";"1235200570065";"Pregão";;"0.179";"3938.0";"14602526"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"267503";"ÁCIDO FÓLICO, DOSAGEM:5 MG";"354";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"94516671000153";"CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"60000";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"COMPRIMIDO";"ÁCIDO FÓLICO";"63/2023";"98/2023";"COMPRIMIDO";"1558402710011";"Pregão";;"0.0299";"1794.0";"14602527"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"267517";"ATENOLOL, DOSAGEM:50 MG";"3106";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"94516671000153";"CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"112000";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"COMPRIMIDO";"ATENOLOL";"63/2023";"98/2023";"COMPRIMIDO";"1558404700021";"Pregão";;"0.0449";"5028.8";"14602528"
"2024";"88696810000175";"RS";"MUNICIPAL";"15/01/2024";"04/06/2024";"12";"272434";"ANLODIPINO BESILATO, DOSAGEM:5 MG";"2411";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"94516671000153";"CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"250500";"ATA DE REGISTRO DE PREÇOS Nº.98/2023 Pregão Eletrônico Nº 63/2023 Validade: 12 meses";"MUNICIPIO DE CAMAQUA";"CAMAQUA";"COMPRIMIDO";"ANLODIPINO BESILATO";"63/2023";"98/2023";"COMPRIMIDO";"1558401940011";"Pregão";;"0.0196";"4909.8";"14602529"
"2024";"18158261000108";"MG";"MUNICIPAL";"03/04/2024";"27/06/2024";"2";"267660";"FENOBARBITAL SÓDICO, DOSAGEM:100 MG";"7355";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"42799163000126";"BH FARMA COMERCIO LTDA";"60665981000118";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"2000";"Adesão ata de adesão de registro de preços estado ata 247/2022.";"MUNICIPIO DE DOURADOQUARA";"DOURADOQUARA";"COMPRIMIDO";"FENOBARBITAL SÓDICO";"1989/1";"19/24";"COMPRIMIDO";"1049702850037";"Registro de Preços";;"0.1323";"264.6";"14602561"
"2024";"11216262000104";"RJ";"MUNICIPAL";"26/01/2024";"27/06/2024";"12";"291770";"ESCITALOPRAM OXALATO, DOSAGEM:10 MG";"17604";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"JUDICIAL";;"31097402000180";"ADL MED COMERCIO DE MEDICAMENTOS LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"4230";"Eventual Aquisição de Medicamentos e insumos para atender demandas judiciais da Secretaria Municipal de Saúde do Município de Vassouras. Pregão Eletrônico nº 20/2023";"FUNDO MUNICIPAL DE SAUDE";"VASSOURAS";"COMPRIMIDO";"ESCITALOPRAM OXALATO";"1432/2023";"sim";"COMPRIMIDO";"1542301990096";"Registro de Preços";;"0.21";"888.3";"14602573"
"2024";"11216262000104";"RJ";"MUNICIPAL";"26/01/2024";"27/06/2024";"12";"272045";"CLOPIDOGREL, DOSAGEM:75 MG";"5090";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"JUDICIAL";;"31504080000146";"ESTEVIA DISTRIBUIDORA DE MEDICAMENTOS LTDA";"73663650000190";"RANBAXY FARMACEUTICA LTDA";"3300";"Eventual Aquisição de Medicamentos e insumos para atender demandas judiciais da Secretaria Municipal de Saúde do Município de Vassouras. Pregão Eletrônico nº 20/2023";"FUNDO MUNICIPAL DE SAUDE";"VASSOURAS";"COMPRIMIDO";"CLOPIDOGREL";"1432/2023";"sim";"COMPRIMIDO";"1235202070078";"Registro de Preços";;"0.41";"1353.0";"14602574"
"2024";"06554141000132";"PI";"MUNICIPAL";"11/04/2024";"18/06/2024";"12";"267671";"GLIBENCLAMIDA, DOSAGEM:5 MG";"8000";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"120";;"MUNICIPIO DE NAZARE DO PIAUI";"NAZARE DO PIAUI";"COMPRIMIDO";"GLIBENCLAMIDA";"0502024";"00124";"COMPRIMIDO";;"Pregão";;"30.0";"3600.0";"14602586"
"2024";"06554141000132";"PI";"MUNICIPAL";"11/04/2024";"18/06/2024";"12";"273466";"LORATADINA, CONCENTRAÇÃO:10MG";"8919";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"300";;"MUNICIPIO DE NAZARE DO PIAUI";"NAZARE DO PIAUI";"COMPRIMIDO";"LORATADINA";"0502024";"00124";"COMPRIMIDO";;"Pregão";;"7.0";"2100.0";"14602589"
"2024";"06554141000132";"PI";"MUNICIPAL";"11/04/2024";"18/06/2024";"12";"267778";"PARACETAMOL, DOSAGEM COMPRIMIDO:500 MG";"10422";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"120";;"MUNICIPIO DE NAZARE DO PIAUI";"NAZARE DO PIAUI";"COMPRIMIDO";"PARACETAMOL";"0502024";"00124";"COMPRIMIDO";;"Pregão";;"110.0";"13200.0";"14602590"
"2024";"06554141000132";"PI";"MUNICIPAL";"11/04/2024";"18/06/2024";"12";"268332";"IPRATRÓPIO BROMETO, DOSAGEM:0,02MG/DOSE, USO:AEROSSOL + FRASCO DOSIFICADOR";"8482";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";"ML";"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"200";;"MUNICIPIO DE NAZARE DO PIAUI";"NAZARE DO PIAUI";"FRASCO 10,00 ML";"IPRATRÓPIO BROMETO";"0502024";"00124";"FRASCO";;"Pregão";"1000.0";"2.9";"580.0";"14602593"
"2024";"06554141000132";"PI";"MUNICIPAL";"11/04/2024";"18/06/2024";"12";"267645";"DEXCLORFENIRAMINA MALEATO, DOSAGEM:2 MG";"9035";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"1710";;"MUNICIPIO DE NAZARE DO PIAUI";"NAZARE DO PIAUI";"COMPRIMIDO";"DEXCLORFENIRAMINA MALEATO";"0502024";"00124";"COMPRIMIDO";;"Pregão";;"5.21";"8909.1";"14602594"
"2024";"06554141000132";"PI";"MUNICIPAL";"11/04/2024";"18/06/2024";"12";"267717";"METRONIDAZOL, DOSAGEM:250 MG";"9712";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"400";;"MUNICIPIO DE NAZARE DO PIAUI";"NAZARE DO PIAUI";"COMPRIMIDO";"METRONIDAZOL";"0502024";"00124";"COMPRIMIDO";;"Pregão";;"18.5";"7400.0";"14602596"
"2024";"06554141000132";"PI";"MUNICIPAL";"11/04/2024";"18/06/2024";"12";"273710";"NIMESULIDA, DOSAGEM:100 MG";"10083";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"50";;"MUNICIPIO DE NAZARE DO PIAUI";"NAZARE DO PIAUI";"COMPRIMIDO";"NIMESULIDA";"0502024";"00124";"COMPRIMIDO";;"Pregão";;"86.0";"4300.0";"14602597"
"2024";"07598642000183";"CE";"MUNICIPAL";"02/01/2024";"18/06/2024";"12";"434931";"PASTA PROFILÁTICA, COMPOSIÇÃO BÁSICA:PEDRA POMES, COMPOSIÇÃO:LAURIL SULFATO DE SÓDIO";"10494";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6520";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS";;"ADMINISTRATIVA";"G";"21116490000166";"F B COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA";"33112665000146";"DFL INDUSTRIA E COMERCIO S/A";"30";;"MUNICIPIO DE SENADOR SA";"SENADOR SA";"BISNAGA 90,00 G";"PASTA PROFILÁTICA";"1702.01/23";"SIM";"BISNAGA";;"Pregão";"9000.0";"7.5";"225.0";"14602602"
"2024";"07598642000183";"CE";"MUNICIPAL";"02/01/2024";"18/06/2024";"12";"405579";"ADESIVO DENTAL, TIPO:FIXAÇÃO DE DENTADURA, ASPECTO FÍSICO:PÓ";"19231";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6520";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS";;"ADMINISTRATIVA";"G";"21116490000166";"F B COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA";"33112665000146";"DFL INDUSTRIA E COMERCIO S/A";"50";;"MUNICIPIO DE SENADOR SA";"SENADOR SA";"FRASCO 22,00 G";"ADESIVO DENTAL";"1702.01/23";"SIM";"FRASCO";;"Pregão";"2200.0";"16.5";"825.0";"14602603"
"2024";"07598642000183";"CE";"MUNICIPAL";"02/01/2024";"18/06/2024";"12";"426017";"CIMENTO DE IONÔMERO DE VIDRO, TIPO:PRIMER, ATIVAÇÃO:TRIPLA PRESA, ASPECTO FÍSICO:LÍQUIDO, APRESENTAÇÃO:REPOSIÇÃO";"10495";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6520";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS";;"ADMINISTRATIVA";;"21116490000166";"F B COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA";"68567650000157";"S S WHITE ARTIGOS DENTARIOS S/A";"70";;"MUNICIPIO DE SENADOR SA";"SENADOR SA";"MILILITRO";"CIMENTO DE IONÔMERO DE VIDRO";"1702.01/23";"SIM";"MILILITRO";;"Pregão";;"20.5";"1435.0";"14602606"
